genre,title,text,nouns,adjectives,verbs
tragedy,hamlet,"KING.
[_Aside._] O ’tis too true!
How smart a lash that speech doth give my conscience!
The harlot’s cheek, beautied with plastering art,
Is not more ugly to the thing that helps it
Than is my deed to my most painted word.
O heavy burden!",king lash speech conscience harlot cheek art thing deed word burden,true smart ugly heavy,tis give beautie plaster help paint
tragedy,hamlet,"HAMLET.
To be, or not to be, that is the question:
Whether ’tis nobler in the mind to suffer
The slings and arrows of outrageous fortune,
Or to take arms against a sea of troubles,
And by opposing end them? To die—to sleep,
No more; and by a sleep to say we end
The heart-ache, and the thousand natural shocks
That flesh is heir to: ’tis a consummation
Devoutly to be wish’d. To die, to sleep.
To sleep, perchance to dream—ay, there’s the rub,
For in that sleep of death what dreams may come,
When we have shuffled off this mortal coil,
Must give us pause. There’s the respect
That makes calamity of so long life.
For who would bear the whips and scorns of time,
The oppressor’s wrong, the proud man’s contumely,
The pangs of dispriz’d love, the law’s delay,
The insolence of office, and the spurns
That patient merit of the unworthy takes,
When he himself might his quietus make
With a bare bodkin? Who would these fardels bear,
To grunt and sweat under a weary life,
But that the dread of something after death,
The undiscover’d country, from whose bourn
No traveller returns, puzzles the will,
And makes us rather bear those ills we have
Than fly to others that we know not of?
Thus conscience does make cowards of us all,
And thus the native hue of resolution
Is sicklied o’er with the pale cast of thought,
And enterprises of great pith and moment,
With this regard their currents turn awry
And lose the name of action. Soft you now,
The fair Ophelia! Nymph, in thy orisons
Be all my sins remember’d.",question nobler mind sling arrow fortune arm sea trouble sleep heart ache shock flesh heir consummation wish’d rub sleep death dream coil pause respect calamity life whip scorn time oppressor wrong man contumely pang love law delay insolence office spurn merit take quietus bodkin fardel life dread death undiscover’d country bourn traveller return will ill other conscience coward hue resolution o’er cast thought enterprise pith moment regard current name action orison sin,outrageous more natural mortal long proud patient unworthy bare weary native pale great awry soft fair,tis suffer take oppose end die sleep say end tis die sleep sleep dream ’ come shuffle give ’ make bear make bear grunt sweat puzzle make bear fly know make sicklie turn lose remember’d
tragedy,hamlet,"OPHELIA.
My honour’d lord, you know right well you did,
And with them words of so sweet breath compos’d
As made the things more rich; their perfume lost,
Take these again; for to the noble mind
Rich gifts wax poor when givers prove unkind.
There, my lord.",OPHELIA honour’d word breath compos’d thing perfume mind gift wax giver,sweet rich noble poor unkind,know make lose take prove
tragedy,hamlet,"HAMLET.
That if you be honest and fair, your honesty should admit no discourse
to your beauty.",honesty discourse beauty,honest fair,be admit
tragedy,hamlet,"OPHELIA.
Could beauty, my lord, have better commerce than with honesty?",OPHELIA commerce honesty,well,beauty
tragedy,hamlet,"HAMLET.
You should not have believed me; for virtue cannot so inoculate our old
stock but we shall relish of it. I loved you not.",virtue stock,old,believe inoculate relish love
tragedy,hamlet,"HAMLET.
Get thee to a nunnery. Why wouldst thou be a breeder of sinners? I am
myself indifferent honest; but yet I could accuse me of such things
that it were better my mother had not borne me. I am very proud,
revengeful, ambitious, with more offences at my beck than I have
thoughts to put them in, imagination to give them shape, or time to act
them in. What should such fellows as I do crawling between earth and
heaven? We are arrant knaves all, believe none of us. Go thy ways to a
nunnery. Where’s your father?",nunnery thou breeder sinner thing mother offence beck thought imagination shape time fellow earth knave none way nunnery father,wouldst indifferent honest such well proud revengeful ambitious more such arrant,get accuse bear put give act crawl believe go ’
tragedy,hamlet,"HAMLET.
Let the doors be shut upon him, that he may play the fool nowhere but
in’s own house. Farewell.",door fool house,own,let shut play
tragedy,hamlet,"OPHELIA.
O help him, you sweet heavens!",OPHELIA heaven,sweet,help
tragedy,hamlet,"HAMLET.
If thou dost marry, I’ll give thee this plague for thy dowry. Be thou
as chaste as ice, as pure as snow, thou shalt not escape calumny. Get
thee to a nunnery, go: farewell. Or if thou wilt needs marry, marry a
fool; for wise men know well enough what monsters you make of them. To
a nunnery, go; and quickly too. Farewell.",dost marry plague ice snow shalt calumny thee nunnery need fool man monster nunnery,thou dowry thou chaste pure thou thou wise,give escape get go marry marry know make go
tragedy,hamlet,"OPHELIA.
O heavenly powers, restore him!",OPHELIA power,heavenly,restore
tragedy,hamlet,"HAMLET.
I have heard of your paintings too, well enough. God hath given you one
face, and you make yourselves another. You jig, you amble, and you
lisp, and nickname God’s creatures, and make your wantonness your
ignorance. Go to, I’ll no more on’t, it hath made me mad. I say, we
will have no more marriages. Those that are married already, all but
one, shall live; the rest shall keep as they are. To a nunnery, go.",painting face yourself creature wantonness ignorance on’t marriage rest nunnery,jig more mad more,hear hath give make amble lisp nickname make go hath make say marry live keep go
tragedy,hamlet,"OPHELIA.
O, what a noble mind is here o’erthrown!
The courtier’s, soldier’s, scholar’s, eye, tongue, sword,
Th’expectancy and rose of the fair state,
The glass of fashion and the mould of form,
Th’observ’d of all observers, quite, quite down!
And I, of ladies most deject and wretched,
That suck’d the honey of his music vows,
Now see that noble and most sovereign reason,
Like sweet bells jangled out of tune and harsh,
That unmatch’d form and feature of blown youth
Blasted with ecstasy. O woe is me,
T’have seen what I have seen, see what I see.",OPHELIA mind courtier soldier scholar eye tongue sword th’expectancy state glass fashion mould form th’observ’d observer lady suck’d honey music reason bell tune unmatch’d form feature youth ecstasy woe,noble o’erthrown fair deject wretched noble sovereign sweet harsh,rise vow see jangle blow T’have see see see see
tragedy,hamlet,"KING.
Love? His affections do not that way tend,
Nor what he spake, though it lack’d form a little,
Was not like madness. There’s something in his soul
O’er which his melancholy sits on brood,
And I do doubt the hatch and the disclose
Will be some danger, which for to prevent,
I have in quick determination
Thus set it down: he shall with speed to England
For the demand of our neglected tribute:
Haply the seas and countries different,
With variable objects, shall expel
This something settled matter in his heart,
Whereon his brains still beating puts him thus
From fashion of himself. What think you on’t?",king affection way lack’d madness soul o’er brood hatch disclose danger determination speed demand tribute sea country object matter heart brain fashion,little melancholy quick different variable,tend spake form ’ sit doubt prevent set neglect haply expel settle beat put think
tragedy,hamlet,"POLONIUS.
It shall do well. But yet do I believe
The origin and commencement of his grief
Sprung from neglected love. How now, Ophelia?
You need not tell us what Lord Hamlet said,
We heard it all. My lord, do as you please,
But if you hold it fit, after the play,
Let his queen mother all alone entreat him
To show his grief, let her be round with him,
And I’ll be plac’d, so please you, in the ear
Of all their conference. If she find him not,
To England send him; or confine him where
Your wisdom best shall think.",origin commencement grief love lord play mother grief plac’d ear conference wisdom,fit queen round,believe neglect need tell say hear hold let entreat show let find send confine think
tragedy,hamlet,"KING.
It shall be so.
Madness in great ones must not unwatch’d go.",king one,great,unwatch’d go
tragedy,hamlet,Enter Hamlet and certain Players.,player,certain,enter
tragedy,hamlet,"HAMLET.
Speak the speech, I pray you, as I pronounced it to you, trippingly on
the tongue. But if you mouth it, as many of your players do, I had as
lief the town-crier spoke my lines. Nor do not saw the air too much
with your hand, thus, but use all gently; for in the very torrent,
tempest, and, as I may say, whirlwind of passion, you must acquire and
beget a temperance that may give it smoothness. O, it offends me to the
soul to hear a robustious periwig-pated fellow tear a passion to
tatters, to very rags, to split the ears of the groundlings, who, for
the most part, are capable of nothing but inexplicable dumb shows and
noise. I would have such a fellow whipped for o’erdoing Termagant. It
out-Herods Herod. Pray you avoid it.",speech tongue player town crier line air hand torrent tempest whirlwind passion temperance soul periwig tear passion tatter rag ear groundling part show noise fellow herod,many very smoothness robustious fellow very most capable inexplicable dumb,speak pray pronounce mouth lief speak see use say acquire beget give offend hear pat split whip o’erdoe pray avoid
tragedy,hamlet,"HAMLET.
Be not too tame neither; but let your own discretion be your tutor.
Suit the action to the word, the word to the action, with this special
observance, that you o’erstep not the modesty of nature; for anything
so overdone is from the purpose of playing, whose end, both at the
first and now, was and is, to hold as ’twere the mirror up to nature;
to show virtue her own feature, scorn her own image, and the very age
and body of the time his form and pressure. Now, this overdone, or come
tardy off, though it make the unskilful laugh, cannot but make the
judicious grieve; the censure of the which one must in your allowance
o’erweigh a whole theatre of others. O, there be players that I have
seen play—and heard others praise, and that highly—not to speak it
profanely, that, neither having the accent of Christians, nor the gait
of Christian, pagan, nor man, have so strutted and bellowed that I have
thought some of Nature’s journeymen had made men, and not made them
well, they imitated humanity so abominably.",discretion tutor action word word action observance modesty nature overdone purpose playing end mirror nature feature image age body time form pressure overdone laugh grieve censure allowance theatre other player play other accent gait man journeyman man humanity,tame own special own own very tardy unskilful judicious whole,let suit o’erstep hold twere show virtue scorn come make make o’erweigh be see hear praise speak have strut bellow think make make imitate
tragedy,hamlet,"HAMLET.
O reform it altogether. And let those that play your clowns speak no
more than is set down for them. For there be of them that will
themselves laugh, to set on some quantity of barren spectators to laugh
too, though in the meantime some necessary question of the play be then
to be considered. That’s villainous, and shows a most pitiful ambition
in the fool that uses it. Go make you ready.",reform clown quantity barren spectator meantime question play ambition fool,more necessary villainous pitiful ready,let play speak set laugh set laugh consider ’ show use go make
tragedy,hamlet,"HAMLET.
Horatio, thou art e’en as just a man
As e’er my conversation cop’d withal.",art man conversation withal,thou,e’er
tragedy,hamlet,"HAMLET.
Nay, do not think I flatter;
For what advancement may I hope from thee,
That no revenue hast, but thy good spirits
To feed and clothe thee? Why should the poor be flatter’d?
No, let the candied tongue lick absurd pomp,
And crook the pregnant hinges of the knee
Where thrift may follow fawning. Dost thou hear?
Since my dear soul was mistress of her choice,
And could of men distinguish, her election
Hath seal’d thee for herself. For thou hast been
As one, in suffering all, that suffers nothing,
A man that Fortune’s buffets and rewards
Hast ta’en with equal thanks. And blessed are those
Whose blood and judgement are so well co-mingled
That they are not a pipe for Fortune’s finger
To sound what stop she please. Give me that man
That is not passion’s slave, and I will wear him
In my heart’s core, ay, in my heart of heart,
As I do thee. Something too much of this.
There is a play tonight before the King.
One scene of it comes near the circumstance
Which I have told thee, of my father’s death.
I prithee, when thou see’st that act a-foot,
Even with the very comment of thy soul
Observe mine uncle. If his occulted guilt
Do not itself unkennel in one speech,
It is a damned ghost that we have seen;
And my imaginations are as foul
As Vulcan’s stithy. Give him heedful note;
For I mine eyes will rivet to his face;
And after we will both our judgements join
In censure of his seeming.",advancement revenue hast spirit tongue pomp hinge knee thrift thou soul mistress choice man election seal’d thee hast man buffet ta’en thank blood judgement pipe finger man passion slave heart core heart heart play tonight scene circumstance father death prithee foot comment soul mine uncle guilt speech ghost imagination stithy note eye face judgement censure seeming,good poor absurd pregnant dost dear thou equal co mingled much very damned foul heedful mine,think flatter hope feed clothe let candy crook follow fawn hear distinguish suffer suffer reward bless - sound stop please give wear come tell act occult unkennel see give rivet join
tragedy,hamlet,"HAMLET.
They are coming to the play. I must be idle.
Get you a place.",play place,idle,come get
tragedy,hamlet,"Danish march. A flourish. Enter King, Queen, Polonius, Ophelia,
Rosencrantz, Guildenstern and others.",march flourish other,danish,enter
tragedy,hamlet,"POLONIUS.
That did I, my lord, and was accounted a good actor.",actor,good,account
tragedy,hamlet,"HAMLET.
It was a brute part of him to kill so capital a calf there. Be the
players ready?",part capital calf player,brute ready,kill
tragedy,hamlet,"HAMLET.
No, good mother, here’s metal more attractive.",no mother metal,good attractive,’
tragedy,hamlet,"HAMLET.
That’s a fair thought to lie between maids’ legs.",thought maid leg,fair,’ lie
tragedy,hamlet,"HAMLET.
O God, your only jig-maker! What should a man do but be merry? For look
you how cheerfully my mother looks, and my father died within’s two
hours.",jig maker man look mother father hour,only merry,look die
tragedy,hamlet,"HAMLET.
So long? Nay then, let the devil wear black, for I’ll have a suit of
sables. O heavens! die two months ago, and not forgotten yet? Then
there’s hope a great man’s memory may outlive his life half a year. But
by’r lady, he must build churches then; or else shall he suffer not
thinking on, with the hobby-horse, whose epitaph is ‘For, O, for O, the
hobby-horse is forgot!’",devil suit sable heaven month hope man memory life year church hobby horse epitaph hobby horse forgot,black great,let wear die forget ’ outlive build suffer think
tragedy,hamlet,Trumpets sound. The dumb show enters.,trumpet show enter,dumb,sound
tragedy,hamlet,"_Enter a King and a Queen very lovingly; the Queen embracing him and he
her. She kneels, and makes show of protestation unto him. He takes her
up, and declines his head upon her neck. Lays him down upon a bank of
flowers. She, seeing him asleep, leaves him. Anon comes in a fellow,
takes off his crown, kisses it, pours poison in the King’s ears, and
exits. The Queen returns, finds the King dead, and makes passionate
action. The Poisoner with some three or four Mutes, comes in again,
seeming to lament with her. The dead body is carried away. The Poisoner
woos the Queen with gifts. She seems loth and unwilling awhile, but in
the end accepts his love._",king queen kneel show protestation head neck bank flower fellow crown poison ear exit return action lament body queen gift end love,asleep dead passionate dead loth unwilling,enter embrace make take decline lay see leave come take kiss pour find make come seem carry woo seem accept
tragedy,hamlet,"HAMLET.
Ay, or any show that you’ll show him. Be not you ashamed to show, he’ll
not shame to tell you what it means.",show shame,ashamed,show show tell mean
tragedy,hamlet,"OPHELIA.
You are naught, you are naught: I’ll mark the play.",OPHELIA play,naught naught,mark
tragedy,hamlet,"PLAYER KING.
Full thirty times hath Phoebus’ cart gone round
Neptune’s salt wash and Tellus’ orbed ground,
And thirty dozen moons with borrow’d sheen
About the world have times twelve thirties been,
Since love our hearts, and Hymen did our hands
Unite commutual in most sacred bands.",king time cart salt wash ground dozen moon borrow’d sheen world time thirty heart hand commutual band,full round orbed most sacred,hath go be love
tragedy,hamlet,"PLAYER QUEEN.
So many journeys may the sun and moon
Make us again count o’er ere love be done.
But, woe is me, you are so sick of late,
So far from cheer and from your former state,
That I distrust you. Yet, though I distrust,
Discomfort you, my lord, it nothing must:
For women’s fear and love holds quantity,
In neither aught, or in extremity.
Now what my love is, proof hath made you know,
And as my love is siz’d, my fear is so.
Where love is great, the littlest doubts are fear;
Where little fears grow great, great love grows there.",journey sun moon o’er love woe cheer state woman fear love quantity aught extremity love hath love fear love doubt fear love,many sick late former proof great little fear little great great,queen make count do distrust distrust hold make know grow grow
tragedy,hamlet,"PLAYER KING.
Faith, I must leave thee, love, and shortly too:
My operant powers their functions leave to do:
And thou shalt live in this fair world behind,
Honour’d, belov’d, and haply one as kind
For husband shalt thou—",king thee love power function shalt world Honour’d belov’d husband shalt thou,operant thou fair kind,leave leave live
tragedy,hamlet,"PLAYER QUEEN.
O confound the rest.
Such love must needs be treason in my breast.
In second husband let me be accurst!
None wed the second but who kill’d the first.",confound rest love breast husband,such second accurst second first,queen need treason let d kill’d
tragedy,hamlet,"PLAYER QUEEN.
The instances that second marriage move
Are base respects of thrift, but none of love.
A second time I kill my husband dead,
When second husband kisses me in bed.",instance marriage move base respect thrift none love time husband husband bed,second second dead second,kill kiss
tragedy,hamlet,"PLAYER KING.
I do believe you think what now you speak;
But what we do determine, oft we break.
Purpose is but the slave to memory,
Of violent birth, but poor validity:
Which now, like fruit unripe, sticks on the tree,
But fall unshaken when they mellow be.
Most necessary ’tis that we forget
To pay ourselves what to ourselves is debt.
What to ourselves in passion we propose,
The passion ending, doth the purpose lose.
The violence of either grief or joy
Their own enactures with themselves destroy.
Where joy most revels, grief doth most lament;
Grief joys, joy grieves, on slender accident.
This world is not for aye; nor ’tis not strange
That even our loves should with our fortunes change,
For ’tis a question left us yet to prove,
Whether love lead fortune, or else fortune love.
The great man down, you mark his favourite flies,
The poor advanc’d makes friends of enemies;
And hitherto doth love on fortune tend:
For who not needs shall never lack a friend,
And who in want a hollow friend doth try,
Directly seasons him his enemy.
But orderly to end where I begun,
Our wills and fates do so contrary run
That our devices still are overthrown.
Our thoughts are ours, their ends none of our own.
So think thou wilt no second husband wed,
But die thy thoughts when thy first lord is dead.",king slave memory birth validity fruit unripe stick tree tis debt passion passion purpose violence grief joy enacture joy revel grief doth joy joy accident world aye love fortune tis question love lead fortune fortune love man fly advanc’d friend enemy love fortune tend friend friend enemy will fate run device thought none husband thought,violent poor unshaken necessary own most lament slender strange great favourite poor hollow orderly contrary own second first dead,believe think speak determine break fall mellow be forget pay propose end lose destroy grieve tis change leave prove mark make hitherto need lack want season end begin overthrow end think die
tragedy,hamlet,"PLAYER QUEEN.
Nor earth to me give food, nor heaven light,
Sport and repose lock from me day and night,
To desperation turn my trust and hope,
An anchor’s cheer in prison be my scope,
Each opposite that blanks the face of joy,
Meet what I would have well, and it destroy!
Both here and hence pursue me lasting strife,
If, once a widow, ever I be wife.",earth food heaven light lock day night desperation trust hope anchor cheer prison scope face joy strife widow wife,opposite,queen give repose turn blank meet destroy pursue last be
tragedy,hamlet,"PLAYER KING.
’Tis deeply sworn. Sweet, leave me here awhile.
My spirits grow dull, and fain I would beguile
The tedious day with sleep.
[_Sleeps._]",king spirit day sleep,sweet dull tedious,ti swear leave grow fain beguile
tragedy,hamlet,"HAMLET.
_The Mousetrap._ Marry, how? Tropically. This play is the image of a
murder done in Vienna. Gonzago is the Duke’s name, his wife Baptista:
you shall see anon; ’tis a knavish piece of work: but what o’ that?
Your majesty, and we that have free souls, it touches us not. Let the
gall’d jade wince; our withers are unwrung.",play image murder name wife piece work o majesty soul wither,knavish free unwrung,do see tis touch let
tragedy,hamlet,"HAMLET.
So you mistake your husbands.—Begin, murderer. Pox, leave thy damnable
faces, and begin. Come, the croaking raven doth bellow for revenge.",husbands.—begin murderer face bellow revenge,damnable raven,mistake leave begin come croak
tragedy,hamlet,"LUCIANUS.
Thoughts black, hands apt, drugs fit, and time agreeing,
Confederate season, else no creature seeing;
Thou mixture rank, of midnight weeds collected,
With Hecate’s ban thrice blasted, thrice infected,
Thy natural magic and dire property
On wholesome life usurp immediately.",thought hand drug time season creature mixture rank midnight weed ban thrice thrice magic property life,black apt fit natural dire wholesome,agree see collect blast infect Thy usurp
tragedy,hamlet,"HAMLET.
He poisons him i’ th’garden for’s estate. His name’s Gonzago. The story
is extant, and written in very choice Italian. You shall see anon how
the murderer gets the love of Gonzago’s wife.",estate name story choice murderer love wife,’s extant very italian,poison th’garden write see get
tragedy,hamlet,"HAMLET.
What, frighted with false fire?",fire,false,fright
tragedy,hamlet,"HAMLET.
   Why, let the strucken deer go weep,
     The hart ungalled play;
   For some must watch, while some must sleep,
     So runs the world away.
Would not this, sir, and a forest of feathers, if the rest of my
fortunes turn Turk with me; with two Provincial roses on my razed
shoes, get me a fellowship in a cry of players, sir?",deer weep hart play world sir forest feather rest fortune rose shoe fellowship cry player,provincial,let strucken go ungalle watch sleep run turn raze get
tragedy,hamlet,"HAMLET.
A whole one, I.
   For thou dost know, O Damon dear,
     This realm dismantled was
   Of Jove himself, and now reigns here
     A very, very—pajock.",thou dost know dear realm dismantled pajock,whole,reign
tragedy,hamlet,"HAMLET.
O good Horatio, I’ll take the ghost’s word for a thousand pound. Didst
perceive?",ghost word pound perceive,good,take
tragedy,hamlet,"HAMLET.
Ah, ha! Come, some music. Come, the recorders.
   For if the king like not the comedy,
   Why then, belike he likes it not, perdie.
Come, some music.",music recorder king comedy music,belike,come come like perdie come
tragedy,hamlet,"GUILDENSTERN.
Is in his retirement, marvellous distempered.",retirement,marvellous,distemper
tragedy,hamlet,"HAMLET.
Your wisdom should show itself more richer to signify this to the
doctor, for me to put him to his purgation would perhaps plunge him
into far more choler.",wisdom doctor purgation,rich chol,show signify put plunge
tragedy,hamlet,"GUILDENSTERN.
The Queen your mother, in most great affliction of spirit, hath sent me
to you.",mother affliction hath,great,send
tragedy,hamlet,"GUILDENSTERN.
Nay, good my lord, this courtesy is not of the right breed. If it shall
please you to make me a wholesome answer, I will do your mother’s
commandment; if not, your pardon and my return shall be the end of my
business.",courtesy breed answer mother commandment pardon return end business,good right wholesome,please make
tragedy,hamlet,"HAMLET.
Make you a wholesome answer. My wit’s diseased. But, sir, such answer
as I can make, you shall command; or rather, as you say, my mother.
Therefore no more, but to the matter. My mother, you say,—",answer wit answer mother matter mother,wholesome diseased such more,make ’ make command say say
tragedy,hamlet,"HAMLET.
O wonderful son, that can so stonish a mother! But is there no sequel
at the heels of this mother’s admiration?",son mother sequel heel mother admiration,wonderful,stonish
tragedy,hamlet,"HAMLET.
We shall obey, were she ten times our mother. Have you any further
trade with us?",time mother trade,further,obey
tragedy,hamlet,"ROSENCRANTZ.
Good my lord, what is your cause of distemper? You do surely bar the
door upon your own liberty if you deny your griefs to your friend.",cause distemper door liberty grief friend,own,bar deny
tragedy,hamlet,"HAMLET.
Ay, sir, but while the grass grows—the proverb is something musty.",sir grass proverb,musty,grow
tragedy,hamlet,"HAMLET.
’Tis as easy as lying: govern these ventages with your finger and
thumb, give it breath with your mouth, and it will discourse most
eloquent music. Look you, these are the stops.",ventage finger thumb breath mouth music stop,easy eloquent,tis lie govern give discourse look
tragedy,hamlet,"HAMLET.
Why, look you now, how unworthy a thing you make of me! You would play
upon me; you would seem to know my stops; you would pluck out the heart
of my mystery; you would sound me from my lowest note to the top of my
compass; and there is much music, excellent voice, in this little
organ, yet cannot you make it speak. ’Sblood, do you think I am easier
to be played on than a pipe? Call me what instrument you will, though
you can fret me, you cannot play upon me.",thing stop heart mystery note top compass music voice organ pipe instrument,unworthy low much excellent little easy,look make play seem know pluck sound make speak think play call fret play
tragedy,hamlet,"’Tis now the very witching time of night,
When churchyards yawn, and hell itself breathes out
Contagion to this world. Now could I drink hot blood,
And do such bitter business as the day
Would quake to look on. Soft now, to my mother.
O heart, lose not thy nature; let not ever
The soul of Nero enter this firm bosom:
Let me be cruel, not unnatural.
I will speak daggers to her, but use none;
My tongue and soul in this be hypocrites.
How in my words somever she be shent,
To give them seals never, my soul, consent.",time night churchyard world blood business day mother heart nature soul bosom dagger none tongue soul be hypocrite word shent seal soul consent,witching hot such bitter firm cruel unnatural,ti yawn breathe drink quake look lose let enter let speak use be give
tragedy,hamlet,"KING.
I like him not, nor stands it safe with us
To let his madness range. Therefore prepare you,
I your commission will forthwith dispatch,
And he to England shall along with you.
The terms of our estate may not endure
Hazard so near us as doth hourly grow
Out of his lunacies.",king madness range commission term estate lunacy,safe,like stand let prepare forthwith dispatch endure grow
tragedy,hamlet,"GUILDENSTERN.
We will ourselves provide.
Most holy and religious fear it is
To keep those many many bodies safe
That live and feed upon your Majesty.",fear body,holy religious many many safe,provide keep live feed
tragedy,hamlet,"ROSENCRANTZ.
The single and peculiar life is bound
With all the strength and armour of the mind,
To keep itself from ’noyance; but much more
That spirit upon whose weal depend and rest
The lives of many. The cease of majesty
Dies not alone; but like a gulf doth draw
What’s near it with it. It is a massy wheel
Fix’d on the summit of the highest mount,
To whose huge spokes ten thousand lesser things
Are mortis’d and adjoin’d; which when it falls,
Each small annexment, petty consequence,
Attends the boist’rous ruin. Never alone
Did the King sigh, but with a general groan.",life strength armour mind noyance spirit weal depend life cease majesty gulf doth draw wheel summit mount spoke thing mortis’d adjoin’d annexment consequence ruin sigh groan,single peculiar more many alone massy high huge less small petty boist’rous general,bind keep rest die ’ fall attend
tragedy,hamlet,"KING.
Arm you, I pray you, to this speedy voyage;
For we will fetters put upon this fear,
Which now goes too free-footed.",king voyage fetter fear,speedy footed,pray put go
tragedy,hamlet,"POLONIUS.
My lord, he’s going to his mother’s closet.
Behind the arras I’ll convey myself
To hear the process. I’ll warrant she’ll tax him home,
And as you said, and wisely was it said,
’Tis meet that some more audience than a mother,
Since nature makes them partial, should o’erhear
The speech of vantage. Fare you well, my liege,
I’ll call upon you ere you go to bed,
And tell you what I know.",lord mother closet arra process home audience mother nature speech vantage liege bed,more partial,’ go convey hear warrant tax say say meet make o’erhear fare call go tell know
tragedy,hamlet,"O, my offence is rank, it smells to heaven;
It hath the primal eldest curse upon’t,—
A brother’s murder! Pray can I not,
Though inclination be as sharp as will:
My stronger guilt defeats my strong intent,
And, like a man to double business bound,
I stand in pause where I shall first begin,
And both neglect. What if this cursed hand
Were thicker than itself with brother’s blood,
Is there not rain enough in the sweet heavens
To wash it white as snow? Whereto serves mercy
But to confront the visage of offence?
And what’s in prayer but this twofold force,
To be forestalled ere we come to fall,
Or pardon’d being down? Then I’ll look up.
My fault is past. But O, what form of prayer
Can serve my turn? Forgive me my foul murder!
That cannot be; since I am still possess’d
Of those effects for which I did the murder,—
My crown, mine own ambition, and my queen.
May one be pardon’d and retain th’offence?
In the corrupted currents of this world
Offence’s gilded hand may shove by justice,
And oft ’tis seen the wicked prize itself
Buys out the law. But ’tis not so above;
There is no shuffling, there the action lies
In his true nature, and we ourselves compell’d
Even to the teeth and forehead of our faults,
To give in evidence. What then? What rests?
Try what repentance can. What can it not?
Yet what can it, when one cannot repent?
O wretched state! O bosom black as death!
O limed soul, that struggling to be free,
Art more engag’d! Help, angels! Make assay:
Bow, stubborn knees; and heart with strings of steel,
Be soft as sinews of the new-born babe.
All may be well.",offence rank curse brother murder inclination guilt intent man business pause hand brother blood heaven snow mercy visage offence prayer force fault form prayer turn murder possess’d effect murder crown ambition queen current world hand justice tis prize law shuffling action nature tooth forehead fault evidence repentance state bosom black death soul art help angel assay knee heart string steel sinew babe,primal eld upon’t sharp strong strong cursed thick sweet white twofold past foul mine own pardon’d corrupted gilded wicked true wretched limed free engag’d stubborn soft well,smell hath defeat double bind stand begin neglect rain wash serve confront ’ forestall come fall look serve forgive retain shove see buy tis lie compell’d give rest try repent struggle make bear
tragedy,hamlet,"HAMLET.
Now might I do it pat, now he is praying.
And now I’ll do’t. And so he goes to heaven;
And so am I reveng’d. That would be scann’d:
A villain kills my father, and for that
I, his sole son, do this same villain send
To heaven. O, this is hire and salary, not revenge.
He took my father grossly, full of bread,
With all his crimes broad blown, as flush as May;
And how his audit stands, who knows save heaven?
But in our circumstance and course of thought,
’Tis heavy with him. And am I then reveng’d,
To take him in the purging of his soul,
When he is fit and season’d for his passage? No.
Up, sword, and know thou a more horrid hent:
When he is drunk asleep; or in his rage,
Or in th’incestuous pleasure of his bed,
At gaming, swearing; or about some act
That has no relish of salvation in’t,
Then trip him, that his heels may kick at heaven,
And that his soul may be as damn’d and black
As hell, whereto it goes. My mother stays.
This physic but prolongs thy sickly days.",scann’d villain father son villain send hire salary revenge father bread crime audit circumstance course thought purging soul passage sword thou hent rage pleasure bed gaming swearing act relish salvation heel soul damn’d hell mother physic day,sole same full flush heavy fit horrid drunk asleep th’incestuous black sickly,pat pray go reveng’d kill take blow stand know tis reveng’d take season’d know trip kick whereto go stay prolong
tragedy,hamlet,"POLONIUS.
He will come straight. Look you lay home to him,
Tell him his pranks have been too broad to bear with,
And that your Grace hath screen’d and stood between
Much heat and him. I’ll silence me e’en here.
Pray you be round with him.",prank screen’d heat e’en,straight broad much round,come look lay tell bear hath stand silence pray
tragedy,hamlet,"QUEEN.
Come, come, you answer with an idle tongue.",tongue,idle,queen come come answer
tragedy,hamlet,"HAMLET.
Go, go, you question with a wicked tongue.",tongue,wicked,go go question
tragedy,hamlet,"QUEEN.
What wilt thou do? Thou wilt not murder me?
Help, help, ho!",wilt thou wilt,thou,queen murder help help
tragedy,hamlet,"HAMLET.
How now? A rat? [_Draws._]
Dead for a ducat, dead!",rat ducat,dead dead,draw
tragedy,hamlet,"QUEEN.
O what a rash and bloody deed is this!",deed,rash bloody,queen
tragedy,hamlet,"HAMLET.
A bloody deed. Almost as bad, good mother,
As kill a king and marry with his brother.",deed mother king brother,bloody bad good,kill marry
tragedy,hamlet,"HAMLET.
Ay, lady, ’twas my word.—
[_To Polonius._] Thou wretched, rash, intruding fool, farewell!
I took thee for thy better. Take thy fortune,
Thou find’st to be too busy is some danger.—
Leave wringing of your hands. Peace, sit you down,
And let me wring your heart, for so I shall,
If it be made of penetrable stuff;
If damned custom have not braz’d it so,
That it is proof and bulwark against sense.",lady word fool fortune danger wringing hand peace heart stuff custom proof bulwark sense,wretched rash well busy penetrable,twa intrude take take leave sit let wring make damn
tragedy,hamlet,"QUEEN.
What have I done, that thou dar’st wag thy tongue
In noise so rude against me?",thou tongue noise,rude,queen do wag
